isbn13,isbn10,title,author,publisher,description
9781538765104,,KISS HER GOODBYE,Lisa Gardner,Grand Central,The fourth book in the Frankie Elkin series. The missing persons expert Elkin goes to Tucson in search of a missing Afghan refugee.
9781250400222,,SWORDHEART,T. Kingfisher,Bramble,"While fending off relatives who want her inheritance, Halla unsheathes a sword that brings an immortal warrior into her life."
9780063338425,,FAMOUS LAST WORDS,Gillian McAllister,Morrow,A new mother discovers that her husband is the gunman in a hostage situation.
9780593422816,,TOM CLANCY: WEAPONS GRADE,Don Bentley,Putnam,Jack Ryan Jr. witnesses a professional hit and gets caught up in the cold case of a college student who vanished.
9780593297315,,THE LONGMIRE DEFENSE,Craig Johnson,Viking,The 19th book in the Longmire series. A rifle connected to a cold case once belonged to Walt’s grandfather.
9781368090131,,LOOK OUT FOR THE LITTLE GUY!,Scott Lang with Rob Kutner,Hyperion Avenue,A fictional memoir that appears in the movie “Ant-Man and the Wasp: Quantumania.”
9781250857019,,AMAZING GRACE ADAMS,Fran Littlewood,Holt,A 45-year-old woman determines to remind others of how they once perceived her.
9780062851239,,CITY OF DREAMS,Don Winslow,Morrow,"The second book in the City trilogy. When a movie is made about his former life, Danny Ryan looks for his cut and seeks to restart his criminal empire."
9781982189419,,WHERE ARE THE CHILDREN NOW?,Mary Higgins Clark and Alafair Burke,Simon & Schuster,"In a follow-up to “Where Are the Children?,” Melissa and Mike use their experience of being abducted to search for a missing girl."
9781250288776,,THE MIRROR,Nora Roberts,St. Martin's,"The second book in the Lost Bride series. In a haunted mansion, Sonya receives a vision of a bride murdered on her wedding day."
9781250367785,,THE SONGBIRD & THE HEART OF STONE,Carissa Broadbent,Bramble,The third book in the Crowns of Nyaxia series and first book of the Shadowborn Duet.
9780593801970,,THE CITY AND ITS UNCERTAIN WALLS,Haruki Murakami,Knopf,A man who searched over many years for the person he loved when they were teens discovers another world; translated by Philip Gabriel.
9780593498583,,TRIAL BY FIRE,Danielle Steel,Delacorte,The chief executive of a Paris-based perfume business finds her future in jeopardy when she assists after brush fires occur in Napa Valley.
9781649374103,,THE HALF KING,Melissa Landers,Red Tower,"As the full force of the curse placed on a king approaches, his only hope might be Cerise Solon, who is hiding a big secret."
9781668080399,,ICEBREAKER,Hannah Grace,Atria,Anastasia might need the help of the captain of a college hockey team to get on the Olympic figure skating team.
9781524745172,,HOME BEFORE DARK,Riley Sager,Dutton,When Maggie Holt inherits the Vermont estate that was the setting of her father’s horror memoir she is confronted by some of the people and relics he chronicled.
9780525520597,,FRIENDS AND STRANGERS,J. Courtney Sullivan,Knopf,Complications ensue when a New York journalist downshifts to become a mom in a small town and hires a senior at the local women’s college to babysit.
9780399179624,,DADDY'S GIRLS,Danielle Steel,Delacorte,"After a California rancher‘s sudden death, his three daughters discover things they did not know about their father."
9781982104313,,SOMEONE LIKE YOU,Karen Kingsbury,Atria,"After uncovering a secret, Maddie Baxter West breaks off from the life she has to find out what could have been."
9781250789150,,ALCHEMY OF SECRETS,Stephanie Garber,Flatiron,Holland St. James must retrieve an ancient object called the Alchemical Heart by midnight tomorrow or perish.
9781594206108,,SHADOW TICKET,Thomas Pynchon,Penguin Press,"In 1932, the private eye Hicks McTaggart encounters a hodgepodge of characters as he pursues the heiress of a Wisconsin cheese fortune."
9781668208809,,FOR WHOM THE BELLE TOLLS,Jaysea Lynn,Saga,Lily gets a job assigning people to appropriate circles and becomes attracted to a demon general in Hell.
9798217047178,,MY BELOVED,Jan Karon,Putnam,"The 15th book in the Mitford series. As Christmas approaches, love and heartbreak are felt by people around town."
9781538773963,,SHARP FORCE,Patricia Cornwell,Grand Central,The 29th book in the Kay Scarpetta series. A serial killer known as the Phantom Slasher invades homes in Northern Virginia.
9781250365231,,THE DAMNED,Harper L. Woods,Bramble,The third book in the Coven of Bones series. Beelzebub is put under a spell that makes him forbidden to touch.
9780778308065,,SHE'S NOT SORRY,Mary Kubica,Park Row,A single mom and I.C.U. nurse gets wrapped up in the mystery of a patient named Caitlin who suffered a traumatic brain injury.
9780063079472,,CITY IN RUINS,Don Winslow,Morrow,The third book in the Danny Ryan trilogy. Warring factions are revived when the dock worker turned casino mogul tries to build a dream resort on prime Vegas real estate.
9780385550611,,THE HUSBANDS,Holly Gramazio,Doubleday,An infinite supply of husbands emerges from the attic in Lauren’s flat in London.
9780756419172,,THE NARROW ROAD BETWEEN DESIRES,Patrick Rothfuss,DAW,Things go awry when Bast accepts a gift.
9781250826978,,SYSTEM COLLAPSE,Martha Wells,Tordotcom,The seventh book in the Murderbot Diaries series. The Barish-Estranza corporation might take a colony of humans to use as a free workforce.
9780593542811,,JUDGMENT PREY,John Sandford,Putnam,The 33rd book in the Prey series. Davenport and Flowers investigate the murder of a federal judge and his two young sons.
9780525954996,,THE ARMOR OF LIGHT,Ken Follett,Viking,The fifth book in the Kingsbridge series. Change and turmoil affect various aspects of society in the latter part of the 18th century.
9780525619994,,SWORD CATCHER,Cassandra Clare,Del Rey,An orphan who is the body double for a royal heir and a woman with magical abilities are drawn into the underworld of the city-state of Castellane.
9781501101816,,BLOOD LINES,Nelson DeMille and Alex DeMille,Scribner,"The second book in the Scott Brodie and Maggie Taylor series. After a mission in Venezuela, Brodie and Taylor search for the murderer of a fellow agent."
9781984821959,,SECOND ACT,Danielle Steel,Delacorte,The former head of a Hollywood studio thinks the unfinished novel written by a woman he hired to get his affairs in order could be adapted for the screen.
9780593598672,,THE UNMAKING OF JUNE FARROW,Adrienne Young,Delacorte,"After her grandmother’s death, a woman goes on a journey that might change the past and the future."
9780593419670,,CLIVE CUSSLER'S DARK VECTOR,Graham Brown,Putnam,The 19th book in the NUMA Files series. A search for lost treasure puts Kurt Austin and Joe Zavala in the middle of a cyber-war.
9780525539001,,THIS TIME TOMORROW,Emma Straub,Riverhead,A 40-year-old woman finds new meaning in past events when she goes back in time and relives her 16th birthday in 1996.
9781982181659,,IN THE BLOOD,Jack Carr,Atria/Emily Bestler,The fifth book in the Terminal List series. James Reece goes after the killer of a Mossad operative attached to the C.I.A.
9780374604769,,TWO NIGHTS IN LISBON,Chris Pavone,MCD,Questions arise when Ariel Pryce’s new husband goes missing.
9780525557593,,EITHER/OR,Elif Batuman,Penguin Press,"During her sophomore year at Harvard in 1996, Selin tries to figure out people and events related to her elusive crush."
9780593083192,,TREASON,Stuart Woods,Putnam,The 52nd book in the Stone Barrington series. Stone is asked to expose a double agent in the State Department.
9781250835994,,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Tor/Forge,A Faustian bargain comes with a curse that affects the adventure Addie LaRue has across centuries.
9781250835826,,UNDER THE WHISPERING DOOR,TJ Klune,Tor,"When given seven days to cross over, Wallace tries to pack in a lifetime’s worth of living in that week."
9781524732646,,BLOOD COMMUNION,Anne Rice,Knopf,The latest in the Vampire Chronicles series details Prince Lestat’s reign over the vampire world.
9781481483506,,UNCOMPROMISING HONOR,David Weber,Baen,The 19th book in the Honor Harrington series. The Star Kingdom’s Grand Fleet commander takes on the Solarian League’s corrupt leaders and its navy.
9780062563170,,WAR OF THE WOLF,Bernard Cornwell,Harper,The Saxon Tales series continues as Uhtred of Bebbanburg fights a new foe who controls an army of wolf-warriors and wants to rule Northumbria.
9780385547932,,TO PARADISE,Hanya Yanagihara,Doubleday,"Difficult circumstances and societal pressures affect characters living in America in 1893, 1993 and 2093."
9780593296844,,SOMETHING TO HIDE,Elizabeth George,Viking,The 21st book in the Inspector Lynley series. Lynley pursues a killer who might be hiding in North London's Nigerian community.
9781250313102,,HELL BENT,Leigh Bardugo,Flatiron,The second book in the Alex Stern series. Alex risks her future at Lethe and Yale to get Darlington out of purgatory.
9781984821867,,WITHOUT A TRACE,Danielle Steel,Delacorte,Charles Vincent meets someone who ignites his passion and must decide whether to walk away from his perfect-from-the-outside life.
9780778333111,,JUST THE NICEST COUPLE,Mary Kubica,Park Row,Nina Hayes searches for her missing husband while a couple close to her cover their tracks.
9780593420317,,TRUST,Hernan Diaz,Riverhead,Competing narratives about a wealthy New York couple have new revelations over the course of a century.
9781250836847,,THE DARK WIVES,Ann Cleeves,Minotaur,The 11th book in the Vera Stanhope series. Vera and her team search for a missing teen who may be responsible for murder.
9780593717943,,TOM CLANCY: SHADOW STATE,M.P. Woodward,Putnam,The 12th book in the Jack Ryan Jr. series. Jack uncovers dangers in Vietnam.
9780440000211,,THE BOOK OF COLD CASES,Simone St,Berkley,"In 2017, a true crime blogger encounters a woman who was suspected of two murders in 1977."
9780593833902,,THE NAMES,Florence Knapp,Pamela Dorman,Three alternate and alternating versions of Cora’s and her son’s lives are spun over several decades.
9780593440285,,THE FIRST LADIES,Marie Benedict and Victoria Christopher Murray,Berkley,The first lady Eleanor Roosevelt and the civil rights activist Mary McLeod Bethune work together for justice and equality.
9781984880550,,NOT A HAPPY FAMILY,Shari Lapena,Pamela Dorman,Questions arise when a rich couple are murdered after an Easter dinner with their three adult children.
9781982104122,,BLACK ICE,Brad Thor,Emily Bestler/Atria,The 20th book in the Scot Harvath series. The American spy faces dangers in the Arctic Circle.
9781250283801,,THE ROM-COMMERS,Katherine Center,St. Martin's,An aspiring screenwriter hopes to convince a famous but jaded screenwriter that love stories matter.
9780063070011,,HORROR MOVIE,Paul Tremblay,Morrow,"A Hollywood reboot of an art-house horror flick brings up decades-old, on-set tragedies for its sole surviving cast member."
9780802163073,,CLETE,James Lee Burke,Atlantic Monthly,The 24th book in the Dave Robicheaux series. Robicheaux and his partner Clete Purcel go after smugglers of a new drug.
9781501190100,,THE FAMILY UPSTAIRS,Lisa Jewell,Atria,"Libby Jones learns the identity of her parents and inherits a London mansion, but this comes with a mystery of multiple murders."
9781982129583,,NOEL STREET,Richard Paul Evans,Gallery,"A former Vietnam War prisoner of war may gift a single mother with release to her secret pain in Mistletoe, Utah."
9781501171703,,KISS THE GIRLS AND MAKE THEM CRY,Mary Higgins Clark,Simon & Schuster,An investigative journalist seeks to uncover sexual misconduct at a television news network.
9780525541813,,FINAL OPTION,Clive Cussler and Boyd Morrison,Putnam,The 14th book of the Oregon Files series. Juan Cabrillo’s enemy has replicated a state-of-the-art ship.
9781649377500,,FOUR RUINED REALMS,Mai Corland,Red Tower,The second book in the Broken Blades series. Trust is tested in the pursuit of the Golden Ring of the Dragon Lord.
9780593830451,,THE LIFE CYCLE OF THE COMMON OCTOPUS,Emma Knight,Pamela Dorman,A student at the University of Edinburgh falls in love and uncovers her divorced parents’ secret.
9780593474273,,THE STOLEN QUEEN,Fiona Davis,Dutton,"When a valuable artifact goes missing during the Met Gala in 1978, a curator must confront demons from her past in Egypt."
9780593497678,,THE GHOST ORCHID,Jonathan Kellerman,Ballantine,The 39th book in the Alex Delaware series. Milo and Alex dig up the pasts of two homicide victims found in Bel Air.
9781538765821,,BADLANDS,Douglas Preston and Lincoln Child,Grand Central,The fifth book in the Nora Kelly series. The discovery of a pair of skeletons sparks an investigation that runs into a dark power.
9781464221286,,THE GHOSTWRITER,Julie Clark,Sourcebooks Landmark,"The daughter of a horror novelist, who was rumored to have killed his siblings when he was a teen, ghostwrites his last book."
9780593158357,,THE GOLDEN ENCLAVES,Naomi Novik,Del Rey,The third book in the Scholomance series. Life after graduation turns out to be dangerous.
9781538706329,,SUSPECT,Scott Turow,Grand Central,A private investigator named Pinky helps an attorney try to clear a female police chief of sexual misconduct charges made by three male officers.
9780385547970,,SHRINES OF GAIETY,Kate Atkinson,Doubleday,"In the nightlife world of 1926 London, Nellie Coker seeks to advance her six children."
9780425281291,,STORM CURSED,Patricia Briggs,Ace,The 11th book in the Mercy Thompson series. Dangers swell as Death approaches.
9781501111822,,THE ROAD HOME,Richard Paul Evans,Simon & Schuster,The third book in the Broken Road series. Charles James continues his journey on Route 66 to his ultimate destination.
9781668057551,,THE END OF THE WORLD AS WE KNOW IT,Christopher Golden and Brian Keene,Gallery,A short story anthology based on Stephen King’s 1978 novel “The Stand.”
9780593956229,,PEOPLE WE MEET ON VACATION,Emily Henry,Berkley,Opposites Poppy and Alex meet to vacation together one more time in hopes of saving their relationship.
9780593641552,,THE DRAGON WAKES WITH THUNDER,K.X. Song,Ace,The second book in the Dragon Spirit duology. The sea dragon Qinglong comes to collect what he thinks he is owed by the woman warrior Hai Meilin.
9781250342034,,HEMLOCK & SILVER,T. Kingfisher,Tor,"In this reimagining of “Snow White,” a healer is summoned by a king to use her unconventional methods to save his daughter."
9781538736753,,DIABLO MESA,Douglas Preston and Lincoln Child,Grand Central,"When two murder victims are found in Roswell, the archaeologist Nora Kelly and F.B.I. agent Corrie Swanson go back into action."
9780593098998,,SIERRA SIX,Mark Greaney,Berkley,The 11th book in the Gray Man series. Court Gentry’s work on a C.I.A. action team comes back to life.
9780735220201,,"MOON WITCH, SPIDER KING",Marlon James,Riverhead,The second book in the Dark Star trilogy. Sogolon recounts the disappearance of a boy and a century-long feud.
9781587678011,,GWENDY'S FINAL TASK,Stephen King and Richard Chizmar,Cemetery Dance,"The third book of the Gwendy’s Button Box trilogy. Gwendy, now a successful novelist and a rising political star, must keep evil forces away from her button box."
9781250850553,,DAWNSHARD,Brandon Sanderson,Tor,"Set between installments of the Stormlight Archive series, the fate of Roshar and the Cosmere depends upon the uncovering of the secrets of a hidden island city."
9781250102683,,STYGIAN,Sherrilyn Kenyon,Tor,The 29th book in the Dark-Hunter series. A trained slayer forms alliances with enemies.
9780425270714,,MAGIC TRIUMPHS,Ilona Andrews,Ace,"The 10th book in the Kate Daniels series. After starting a family with a former Beast Lord, Kate faces the threat of war from an ancient enemy."
9781982158217,,THE MANY DAUGHTERS OF AFONG MOY,Jamie Ford,Atria,A former poet laureate grapples with inherited trauma and connects with past generations of women in her family.
9780451495204,,MERCURY PICTURES PRESENTS,Anthony Marra,Hogarth,"As America enters World War II, an Italian woman who became an associate producer in Hollywood navigates personal and professional calamities."
9780063004139,,RECKONING,Catherine Coulter,Morrow,The 26th book in the F.B.I. thriller series. Savich and Sherlock are enlisted to protect women with traumatic pasts.
9780593540008,,BLACK DOG,Stuart Woods,Putnam,The 62nd book in the Stone Barrington series. Stone meets a socialite with ties to a nefarious enemy.
9780399179419,,THE DARK SIDE,Danielle Steel,Delacorte,Painful childhood memories surface for Zoe Morgan when she has a child of her own.
9780593132982,,QUICHOTTE,Salman Rushdie,Random House,"While contending with a midlife crisis, a writer of spy thrillers creates a Don Quixote-esque character who goes on a quest to prove himself worthy of a TV star."
9781250142863,,SHAMED,Linda Castillo,Minotaur,An Amish family’s secrets are exposed when the grandmother is murdered and granddaughter is abducted.
9780451490414,,RED METAL,Mark Greaney and Hunter Ripley Rawlings IV,Berkley,"After a Russian military attack, a small team of American and European soldiers unite against them."
9780316405690,,12 MONTHS TO LIVE,James Patterson and Mike Lupica,"Little, Brown",A criminal defense attorney who received a terminal diagnosis might be in danger of being murdered.
9781250799050,,STARLING HOUSE,Alix E. Harrow,Tor,An orphan hoping to improve things for her brother and herself goes inside a mansion connected to an author who disappeared over a century ago.
9781668009161,,BECOMING THE BOOGEYMAN,Richard Chizmar,Gallery,"In a sequel to “Chasing the Boogeyman,” society’s true crime obsession is further explored using meta-fiction devices."
9781982173401,,SOMETHING WILDER,Christina Lauren,Gallery,Lily and Leo must decide how much they will risk in pursuit of love and treasure in the red rock canyons of Utah.
9780316531283,,THE ISLAND,Adrian McKinty,"Little, Brown","When a family vacation goes wrong, Heather Baxter and her step-children must escape a remote island."
9780062434128,,RAZZMATAZZ,Christopher Moore,Morrow,"In a follow-up to “Noir,” a cast of characters deal with mischief and mayhem in 1947 San Francisco."
9780063040748,,THE LOST SUMMERS OF NEWPORT,"Beatriz Williams, Lauren Willig and Karen White",Morrow,A reclusive heiress allows a reality home rehab show to restore her house filled with family history on two conditions.
9780593183328,,THE GOOD LEFT UNDONE,Adriana Trigiani,Dutton,"The matriarch of the Cabrelli family, who is near the end of her life, shares her mother’s love story with her family."
9781982104252,,THE BAXTERS,Karen Kingsbury,Atria,A prequel to the Baxter Family series. A storm approaches as Kari is about to marry Tim.
9780759557338,,KAIKEYI,Vaishnavi Patel,Redhook,A reimagining of the life of the queen from the Indian epic the Ramayana.
9781982104498,,LET US DESCEND,Jesmyn Ward,Scribner,"Annis, who was sold by the white enslaver who fathered her, tries to comfort herself with memories of her mother and stories of her African warrior grandmother."
9781982177447,,A CHRISTMAS MEMORY,Richard Paul Evans,Gallery,"In 1967, the joy of the holiday season seems out of reach to a boy whose brother died in the Vietnam War and father lost his job."
9781524745141,,LOCK EVERY DOOR,Riley Sager,Dutton,An apartment sitter uncovers secrets as she tries to expose a killer in an upscale Manhattan building.
9780525535805,,GIRLS LIKE US,Cristina Alger,Putnam,F.B.I. Agent Nell Flynn returns to Long Island and suspects her recently deceased father might have killed two young women.
9781524798727,,SURFSIDE SISTERS,Nancy Thayer,Ballantine,"When things go sour in New York City, a novelist returns to Nantucket, where she must face past mistakes."
9781501195068,,THE JACKAL,J.R. Ward,Gallery,"In the Black Dagger Brotherhood world, Nyx searches for her sister in a lost prison camp and meets a man known as the Jackal."
9781524744618,,THE LIONS OF FIFTH AVENUE,Fiona Davis,Dutton,"When rarities disappear, a curator at the New York Public Library, who grapples with her grandmother’s legacy, uncovers new truths about her family heritage."
9781250899712,,THE SUNLIT MAN,Brandon Sanderson,Tor,"Trapped on a dangerous planet and haunted by his past, Nomad fights to survive."
9781250880314,,LISTEN FOR THE LIE,Amy Tintera,Celadon,A true crime podcast focusing on the unsolved murder of her friend forces Lucy to return to where it happened.
9780593726341,,ARCANA ACADEMY,Elise Kova,Del Rey,"To get out of prison, Clara Graysword makes a deal with the headmaster of the Arcana Academy to help him steal a tarot card from the king."
9781250790767,,THE PLOT,Jean Hanff Korelitz,Celadon,Jacob Finch Bonner sells a story that wasn’t his to tell and finds out more about its source.
9781984855565,,WHERE THE GRASS IS GREEN AND THE GIRLS ARE PRETTY,Lauren Weisberger,Random House,"The lives of two sisters, a morning show anchor and a stay-at-home helicopter parent, start to unravel when a small lie forces resentments to the surface."
9780593318317,,WHEREABOUTS,Jhumpa Lahiri,Knopf,A woman who feels lost in life finds solace in the city she calls home and gets a new outlook while visiting the sea.
9780593158296,,THRAWN ASCENDANCY: GREATER GOOD,Timothy Zahn,Del Rey,"In this Star Wars saga, Thrawn and the Expansionary Defense Fleet discover how their enemy truly operates."
9781982104351,,A DISTANT SHORE,Karen Kingsbury,Atria,A secret agent with the F.B.I. and a young woman betrothed by her father to a drug lord pretend to be in love for a mission.
9781250765376,,FUGITIVE TELEMETRY,Martha Wells,Tor.com,"The sixth book in the Murderbot Diaries series. When a dead body turns up on Preservation Station, Murderbot must speak to humans."
9780063048935,,REUNION BEACH,Elin Hilderbrand et al,Morrow,A collection of stories and other writing inspired by the work of the late author Dorothea Benton Frank.
9781250272706,,THE BECOMING,Nora Roberts,St. Martin's,The second book in the Dragon Heart Legacy series. Breen returns to Talamh as her grandfather Odran plots destruction.
9781982177423,,THE CHRISTMAS PROMISE,Richard Paul Evans,Gallery,"Richelle writes a book about her estranged and deceased twin sister, Michelle, that is titled “The Prodigal Daughter.”"
9781984821553,,FLYING ANGELS,Danielle Steel,Delacorte,Six women join the Medical Air Evacuation Transport Squadron during World War II.
9780063377011,,ELPHIE,Gregory Maguire,Morrow,Elphaba’s childhood lays the groundwork for the character she will become in “Wicked.”
9781250368928,,SLAYING THE VAMPIRE CONQUEROR,Carissa Broadbent,Bramble,A standalone novel set in the world of the Crowns of Nyaxia series. Sylina faces difficult choices when she takes on a mission to destroy a vampire conqueror.
9781668061978,,HARRIET TUBMAN: LIVE IN CONCERT,Bob the Drag Queen,Gallery,"Harriet Tubman enlists help from a producer, who was outed on a talk show, to make a hip-hop album and live show to tell the story of her life."
9781982104412,,FORGIVING PARIS,Karen Kingsbury,Atria,Secrets kept by Ashley Baxter Blake cause her to be hesitant to take an anniversary trip with her husband to Paris.
9780525618584,,CITY OF THE DEAD,Jonathan Kellerman,Ballantine,The 37th book in the Alex Delaware series. Delaware and Sturgis investigate a double homicide.
9781496447579,,THE LADY'S MINE,Francine Rivers,Tyndale House,"In 1875, a hotelier takes an interest in a woman who takes over her uncle’s newspaper in a mining town in the Sierra Nevadas."
9780062963505,,THE ADVENTURES OF AMINA AL-SIRAFI,Shannon Chakraborty,Harper Voyager,A former pirate on the Indian Ocean is asked to retrieve her comrade’s kidnapped daughter.
9781451648218,,MURDER YOUR EMPLOYER,Rupert Holmes,Avid Reader,"At the McMasters Conservatory for the Applied Arts, students learn how to “delete” someone."
9781501137570,,THE WORLD THAT WE KNEW,Alice Hoffman,Simon & Schuster,A rabbi’s daughter creates a mystical Jewish creature that is sworn to protect a 12-year-old girl in World War II Europe.
9780670025039,,EARLY RISER,Jasper Fforde,Viking,Charlie Worthing investigates an outbreak of viral dreams killing a hibernating human population.
9781250175458,,THE NIGHT TIGER,Yangsze Choo,Flatiron,"In 1930s colonial Malaysia, dangers encroach upon a dressmaker's apprentice and a houseboy as they seek to help others close to them."
9780062892898,,THE LAST ODYSSEY,James Rollins,Morrow,The 15th book in the Sigma Force series. Catastrophic dangers might be set in motion when a medieval ship is discovered in Greenland.
9781501195099,,THE SINNER,J.R. Ward,Gallery,The 18th book in the Black Dagger Brotherhood series. Jo Early is attracted to a potentially dangerous stranger.
9780316509848,,THE CITY WE BECAME,N.K. Jemisin,Orbit,People from different walks of life in New York City receive messages through various senses.
9780553391541,,THE STIEHL ASSASSIN,Terry Brooks,Del Rey,The third book in the Fall of Shannara series.
9780062676832,,THE SENTENCE IS DEATH,Anthony Horowitz,Harper,Detective Daniel Hawthorne teams up with the author Anthony Horowitz to solve the mysterious killing of a celebrity divorce lawyer.
9798874866358,,THE PERFECT MARRIAGE,Jeneva Rose,Blackstone,A criminal defense attorney vows to defend her husband after he is accused of murdering his mistress. (Collector's edition.)
9780593817025,,BULL MOON RISING,Ruby Dixon,Ace,Aspeth Honori joins the Royal Artifactual Guild and partners with a minotaur to save her family.
9780593725337,,A CHRISTMAS DUET,Debbie Macomber,Ballantine,A woman on a solo holiday retreat encounters complications with a small town’s main store proprietor.
9781984820464,,WE WERE NEVER HERE,Andrea Bartz,Ballantine,Will the secrets Emily shares with Kristen about violent incidents in the past ruin her life?
9781538751961,,BLIND TIGER,Sandra Brown,Grand Central,"During Prohibition, Thatcher Hutton and Laurel Plummer wind up on opposite sides of a moonshine war in Texas."
9781250796226,,WE ARE THE BRENNANS,Tracey Lange,Celadon,"After a drunken-driving incident, Sunday Brennan returns to her family in New York where her past follows her."
9780593084908,,THE TURNOUT,Megan Abbott,Putnam,An accident upsets the composure of a family-run ballet studio.
9780063049901,,AFTERPARTIES,Anthony Veasna So,Ecco,A collection of stories that portray the lives of Cambodian Americans.
9781250244147,,ONCE THERE WERE WOLVES,Charlotte McConaghy,Flatiron,Twin sisters lead a team of biologists to reintroduce 14 gray wolves into the Scottish Highlands.
9781649376565,,THE GAMES GODS PLAY,Abigail Owen,Red Tower,Gods enlist mortals to fight in their stead to determine who will sit on the throne in Olympus.
9781668045831,,VINCE FLYNN: CAPTURE OR KILL,Don Bentley,Atria/Emily Bestler,"The 23rd book in the Mitch Rapp series. In 2011, operations take place to prevent a looming war in the Middle East."
9781250358943,,THE CURSED,Harper L. Woods,Bramble,The second book in the Coven of Bones series. Feelings of betrayal and revenge put things in a precarious place.
9781250289568,,PASSIONS IN DEATH,J.D. Robb,St. Martin's,The 59th book of the In Death series. Bad memories come up for Eve Dallas at a crime scene.
9780593723760,,BLUE SISTERS,Coco Mellors,Ballantine,"A year after the death of their sister, three remaining sisters return to New York to prevent the sale of their childhood home."
9781982116521,,CREATION LAKE,Rachel Kushner,Scribner,A secret agent who gets inside an anarchist collective in France encounters a mysterious figure.
9780593719244,,CLIVE CUSSLER: GHOST SOLDIER,Mike Maden,Putnam,The 18th book in the Oregon Files series. Juan Cabrillo and his crew go after an arms dealer known as the Vendor.
9781984821492,,COMPLICATIONS,Danielle Steel,Delacorte,"On a September night, guests at the reopening of an exclusive Paris hotel experience love, tragedy and political intrigue."
9780062942937,,THE LOVE SONGS OF W.E.B. DU BOIS,Honorée Fanonne Jeffers,Harper,"Ailey Pearl Garfield endeavors to embrace her full heritage by digging into the stories of her ancestors who were Indigenous, Black and white."
9781982128685,,LIGHTNING STRIKE,William Kent Krueger,Atria,The 18th book in the Cork O’Connor mystery series. The 12-year-old son of a small town sheriff who rules a man’s death as a suicide suspects another cause.
9781250245281,,EMPIRE OF THE VAMPIRE,Jay Kristoff,St. Martin's,"Vampires have waged war against humanity during the last 27 years, which have not had a sunrise."
9780316187244,,THE WISDOM OF CROWDS,Joe Abercrombie,Orbit,The third book in the Age of Madness series.
9780593832448,,SHE DIDN'T SEE IT COMING,Shari Lapena,Pamela Dorman,Suspicions arise when Bryden seems to have disappeared from her luxury condo building without any of her belongings.
9781464241765,,THE DEAL,Elle Kennedy,Bloom,Hannah Wells agrees to tutor the captain of the hockey team whose grades are tanking if he agrees to go on a pretend date with her.
9781668080979,,YOU BELONG HERE,Megan Miranda,Marysue Rucci,"When her daughter gets a scholarship to the college where she experienced tragedy, Beckett Bowery suspects dangers will return."
9780593873922,,WRATH OF THE DRAGONS,Olivia Rose Darling,Delacorte,"In this sequel to “Fear the Flames,” Elowen and Cayden face violent attacks, shifting alliances and cutthroat diplomacy."
9780525509592,,LIBERATION DAY,George Saunders,Random House,"A collection of nine short stories by the author of “Lincoln in the Bardo,” which won the Man Booker Prize."
9781501189272,,THE LAST CHAIRLIFT,John Irving,Simon & Schuster,The son of a competitive slalom skier returns to the hotel in Aspen where he was conceived and encounters some ghosts.
9780593500101,,THE CHRISTMAS SPIRIT,Debbie Macomber,Ballantine,A pastor and a bartender discover love when they switch jobs during the holidays.
9780593422786,,TOM CLANCY: FLASH POINT,Don Bentley,Putnam,"When aircraft from rival nations have a midair collision and the Campus is attacked, Jack Ryan Jr. tries to avert a war."
9780385548328,,ROGUE JUSTICE,Stacey Abrams,Doubleday,The second book in the Avery Keene series. The Supreme Court clerk suspects something sinister inside the nation’s third branch of government.
9780593724774,,THE BLACK BIRD ORACLE,Deborah Harkness,Ballantine,The fifth book in the All Souls series. Diana faces her family’s dark past and determines to forge a different future.
9781668098264,,HEAT OF THE EVERFLAME,Penn Cole,Atria,The third book in the Kindred’s Curse saga. Diem and Luther travel across the realms in the hopes of finding the answers that might end the war.
9780593955970,,THE GATE OF THE FERAL GODS,Matt Dinniman,Ace,The fourth book in the Dungeon Crawler Carl series. Obstacles abound on the fifth floor of the dungeon.
9781538736708,,BLOODLESS,Douglas Preston and Lincoln Child,Grand Central,The 20th book in the Pendergast series. Bodies found without blood in their veins might be connected to an unsolved skyjacking.
9781538736777,,THE CABINET OF DR. LENG,Douglas Preston and Lincoln Child,Grand Central,The 21st book in the Pendergast series. Constance Greene travels back in time to prevent the deaths of her siblings.
9780593535608,,THE SHARDS,Bret Easton Ellis,Knopf,"In Los Angeles in 1981, a prep school senior becomes obsessed with a new student at the same time he and his circle of friends are taunted by a serial killer."
9780063004085,,VORTEX,Catherine Coulter,Morrow,The 25th book in the F.B.I. Thriller series. A college frat rave and a mission in Iran offer clues for agents Sherlock and Savich.
9781250140265,,THE MALTA EXCHANGE,Steve Berry,Minotaur,The 14th book in the Cotton Malone series. The former Justice Department operative tangles with a rogue cardinal and an ancient sect of knights.
9780802129116,,UNTO US A SON IS GIVEN,Donna Leon,Atlantic Monthly,The 28th novel in the Commissario Guido Brunetti series. The Italian detective uncovers the secrets of a deceased family friend.
9780593815724,,THE NIGHT ENDS WITH FIRE,K.X. Song,Ace,The Three Kingdoms are at war and Meilin disguises herself as a boy and enlists in the army in her father’s place.
9781984823748,,IT'S NOT ALL DOWNHILL FROM HERE,Terry McMillan,Ballantine,"Loretha Curry, a 68-year-old woman who defies other people’s ideas about aging, is challenged by a sudden loss."
